smart_city,population_2020,population_source,overall_rating,overall_ranking,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Medan,2337958,World Population Review,3,82,02/08/2020,18607,0,0,0,0,0,9,9,19,19,2,10,0,0,19,5,0,11,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,396,397,94,0,0,0,262,0,0,0,250,250,0,0,0,0,0,0,21,13,96,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,1,1,28,251,355,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,289,4,295,0,0,361,0,373,9,361,55,2,2,0,0,0,0,0,269,269,269,269,269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,361,0,0,401,31,0,101,101,101,471,281,0,46,300,13,300,0,0,0,0,78,0,303,48,564,0,0,0,0,0,185,2,2,269,270,99,256,378,0,0,0,0,0,0,0,0,307,0,0,363,0,0,0,0,0,0,0,16,0,0,44,0,0,0,68,435,434,433,77,31,585,22,0,0,0,0,0,0,0,0,49,49,85,85,85,85,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,35,399,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,377,377,110,377,377,6,1,411,411,411,78,411,82,0,0,0,0,0,14,0,0,0,0,2
Medellin,4000263,World Population Review,2,91,02/08/2020,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,7,7,27,0,0,0,1,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,1,1,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,1,1,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,1,1,1,18,3,0,0,1,0,1,0,0,0,0,19,0,1,0,8,0,0,0,0,0,10,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Melbourne,4967733,World Population Review,7,24,02/08/2020,122388,6,30,1,0,0,72,36,78,78,30,42,0,0,78,42,138,46,78,42,0,0,0,25,0,0,2,0,0,0,0,22,0,41,21,0,0,3843,3843,3903,0,0,0,1397,8,0,0,1684,1684,0,0,0,0,0,0,17,5,1229,1139,1134,1148,24,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,12,12,12,28,68,1,0,24,24,37,25,25,23,137,1686,4165,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,0,78,3136,1,3180,0,0,1167,14,1219,67,1167,1152,68,68,4,24,40,24,0,1502,1504,1503,1504,1504,25,0,0,45,0,0,0,0,0,0,0,0,8,1,1315,0,0,3863,23,39,664,664,664,4907,1249,1,245,1670,60,1670,61,0,0,0,3212,0,1682,78,4052,0,0,0,0,0,1354,68,68,1652,1652,431,1559,1956,46,46,46,46,46,46,46,96,1667,0,0,1147,0,0,0,0,0,0,16,109,0,12,44,0,173,0,137,1649,1649,1650,342,263,4265,93,0,0,295,0,0,31,0,0,71,71,106,114,114,114,34,23,1,0,7,59,2,64,0,0,0,7,0,295,0,81,1218,1138,6,6,0,0,93,93,93,0,0,0,0,21,21,0,21,1674,0,0,0,0,0,0,0,45,1,1908,1910,249,1910,1911,0,26,2888,2888,2887,83,2887,218,0,0,0,0,47,94,0,0,8,1,3
Mexico City,21782378,World Population Review,3,88,02/08/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milan,3140181,World Population Review,7,22,02/08/2020,378139,7,25,1,0,1,82,44,88,88,28,44,0,0,88,55,41,55,88,44,0,0,0,21,0,0,4,0,0,0,0,39,1,52,22,2,2,6036,6036,8351,1,0,0,10381,7,0,0,4278,4279,1,1,1,1,1,0,50,40,1691,1232,1231,1241,24,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,10,1,1,1,0,9,9,10,9,28,285,0,0,28,28,44,32,32,26,534,4289,7684,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,60,5085,5,5200,0,0,1279,9,1339,78,1278,1255,701,704,1,15,32,15,2,10572,10580,10581,10583,10582,29,2,2,60,0,0,0,0,0,0,0,0,72,5,2505,0,0,6064,34,37,912,912,912,8775,2424,0,275,10769,71,10769,13,0,0,0,7059,2,10786,124,6344,1,1,1,1,1,2550,705,708,10678,10679,552,10573,10910,38,38,38,38,38,38,38,68,10426,1,1,1274,0,0,0,0,0,0,56,113,1,12,73,0,43,1,198,3108,3108,3108,607,481,6783,155,0,2,10,0,2,44,1,1,120,120,158,172,172,172,23,35,2,1,4,719,34,740,1,0,1,33,28,10,0,112,1371,1259,5,5,4,2,66,66,66,1,1,1,1,33,33,1,33,10488,2,1,1,1,1,1,1,39,0,10644,10644,229,10649,10649,2,29,10790,10791,10792,146,10793,175,1,1,1,1,41,84,1,1,11,0,6
Montreal,4220566,World Population Review,8,16,02/08/2020,877436,367,146,8,0,0,248,100,294,294,92,194,0,0,294,458,198,242,294,194,0,0,4,124,4,4,28,4,4,4,4,144,2,424,219,1,1,24479,24479,30432,2,0,0,13016,386,1,0,15454,15454,0,0,0,0,0,0,55,44,4016,3205,3200,3215,74,0,0,0,0,0,0,0,0,0,0,2,2,2,19,8,8,8,8,8,8,8,2,2,2,19,2,2,2,0,20,20,22,20,92,166,6,0,292,292,357,333,333,262,2394,15459,23342,292,10,0,0,0,0,0,0,0,4,4,4,4,4,4,4,596,3,1164,16744,29,17812,0,0,3315,13,3545,225,3314,3273,2906,3568,37,78,206,78,31,13484,13507,13507,13508,13507,301,31,31,376,0,0,0,0,0,0,0,0,318,18,15187,0,0,24588,110,209,7574,7574,7575,32121,14842,7,1133,14153,338,14155,58,0,0,0,24350,31,14686,381,25630,0,0,0,0,0,2295,2908,3571,14535,14534,2149,13153,16769,266,266,266,266,266,266,266,1756,14500,0,0,3326,0,0,0,0,0,6,229,515,12,33,302,0,53,9,603,17594,17596,17597,2436,2062,27541,297,0,17,1096,0,1,180,0,0,990,990,1617,1795,1795,1795,111,146,0,0,31,2375,9,3560,0,0,0,152,0,1111,0,280,3611,3332,21,21,3,1,1739,1739,1739,0,0,0,0,122,122,27,137,14435,1,0,0,0,0,0,0,268,7,15714,15715,2745,15716,15717,7,306,17052,17052,17053,1032,17054,2286,0,0,0,0,286,97,0,0,79,2,34
Moscow,12537954,World Population Review,4,72,02/08/2020,710733,1544,87,0,3,0,294,176,375,375,126,200,9,9,376,928,601,266,376,200,1,11,4,75,4,4,12,4,4,4,4,379,1,916,347,19,19,18400,18401,22122,1,1,4,9332,1602,0,0,21055,21055,0,0,0,0,0,0,166,113,3647,2431,2421,2456,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,34,2,2,2,0,34,34,34,34,96,377,3,0,557,557,706,603,603,478,2278,21077,28369,376,18,10,4,10,4,8,4,4,2,2,2,2,2,2,2,2785,4,497,15036,23,15877,7,7,2644,34,2837,227,2641,2489,2520,2523,12,57,123,58,81,9702,9735,9736,9736,9733,586,81,81,763,10,10,10,10,10,10,10,10,73,7,9797,7,7,18521,229,119,2631,2631,2632,32000,9595,3,1254,10410,439,10410,73,10,10,10,14274,81,10537,460,19430,11,8,5,8,8,7972,2540,2544,10224,10224,2629,9303,12168,141,141,141,141,141,141,141,385,10814,0,0,2647,10,10,10,10,10,2,1472,592,19,60,209,2,85,6,708,11956,11956,11957,2100,1641,20974,1809,0,35,357,0,18,181,11,4,1039,1039,1505,1577,1577,1577,47,118,0,8,11,2406,25,2537,12,0,3,840,7,366,0,341,2960,2619,5,5,0,18,382,382,382,8,8,8,8,109,109,8,116,10721,18,8,8,8,12,8,8,142,6,11712,11714,1956,11717,11717,28,585,12943,12943,12943,1210,12941,1523,4,4,1,5,155,1102,2,2,69,0,129
Mumbai,20411274,World Population Review,3,78,02/08/2020,1278648,18,113,2,0,1,282,134,471,471,89,337,1,1,470,1118,246,477,470,336,1,2,11,92,11,11,31,11,11,11,11,71,10,1111,363,1,1,47487,47491,49114,10,1,1,11630,18,4,0,15423,15424,1,1,1,1,1,0,139,100,7773,7695,7681,7733,72,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,4,4,11,47,13,11,11,0,51,51,55,51,82,169,4,0,393,393,431,420,421,393,1079,15443,25069,471,62,1,0,1,0,1,0,0,0,0,0,0,0,0,0,185,3,1781,22583,22,24793,1,1,7992,52,8905,950,7992,7912,1146,1155,46,72,166,72,26,12535,12601,12601,12601,12602,413,26,26,442,2,2,2,2,2,2,2,2,284,20,39526,2,2,47802,180,180,24292,24292,24292,51709,38606,17,1838,13249,841,13251,38,2,2,2,47392,26,13789,1099,50435,2,2,1,2,2,749,1150,1159,13632,13632,3188,11578,17444,257,257,257,257,257,257,257,1173,13653,1,1,7971,2,2,2,2,2,0,33,1203,85,68,580,1,4,72,1994,41557,41559,41563,2238,1146,51230,465,0,16,48,0,1,366,2,1,1413,1413,2339,2618,2618,2618,5,298,0,2,59,1156,58,1178,2,0,1,20,48,48,0,1009,8970,7961,8,8,3,1,1176,1177,1177,2,2,2,2,250,250,90,287,13562,1,2,2,2,2,2,2,257,16,15762,15761,4177,15763,15764,29,405,17358,17362,17364,1389,17369,3536,1,1,0,1,297,164,0,0,185,2,28
Nairobi,4734881,World Population Review,1,100,02/08/2020,26266,0,3,0,0,0,18,9,18,18,9,9,0,0,18,28,1,14,18,9,0,0,0,3,0,0,3,0,0,0,0,4,0,28,13,0,0,885,885,694,0,0,0,179,0,0,0,727,727,0,0,0,0,0,0,16,12,152,109,109,114,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,13,13,13,13,13,12,45,727,1061,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,50,626,5,632,0,0,322,4,342,25,321,315,8,8,0,3,4,3,1,230,233,233,233,233,13,1,1,16,0,0,0,0,0,0,0,0,3,0,536,0,0,883,9,3,251,251,251,1324,522,0,75,247,52,247,7,0,0,0,431,1,255,31,944,0,0,0,0,0,581,8,8,239,239,132,176,299,4,4,4,4,4,4,4,4,261,0,0,313,0,0,0,0,0,0,2,61,0,0,12,0,4,0,47,606,606,606,66,35,968,48,0,1,2,0,0,5,0,0,41,41,54,59,59,59,0,4,1,0,0,8,0,8,0,0,0,1,0,2,0,29,341,312,0,0,0,0,4,4,4,0,0,0,0,1,1,1,4,262,0,0,0,0,0,0,0,4,0,280,280,99,280,280,4,13,305,305,305,47,305,78,0,0,0,0,6,19,0,0,7,0,7
Nanjing,8847372,World Population Review,6,55,02/08/2020,44800,1,3,0,0,0,35,19,47,47,14,28,0,0,47,33,19,33,47,28,0,0,0,3,0,0,0,0,0,0,0,13,0,33,14,0,0,412,412,6674,0,0,0,633,1,0,0,452,452,0,0,0,0,0,0,47,15,163,97,98,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,240,0,0,23,23,28,24,24,23,31,454,675,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,29,343,4,354,0,0,226,0,242,22,226,105,250,250,1,2,3,2,3,660,662,662,662,662,24,3,3,29,0,0,0,0,0,0,0,0,9,5,257,0,0,418,15,3,57,57,57,761,213,1,77,693,43,694,14,0,0,0,5370,3,698,15,488,0,0,0,0,0,875,252,252,667,667,360,616,763,5,5,5,5,5,5,5,50,697,0,0,226,0,0,0,0,0,0,1,48,1,0,17,0,4,1,61,321,321,321,60,45,531,1688,0,1,0,0,0,3,0,0,73,73,111,120,120,120,1,2,1,0,0,238,7,251,0,0,0,5,0,0,0,54,276,222,1,1,0,0,51,51,51,0,0,0,0,1,1,1,2,696,0,0,0,0,0,0,0,3,0,735,735,106,735,735,2,24,776,776,776,83,776,74,0,0,0,0,3,2,0,0,67,0,5
New Delhi,30290936,World Population Review,4,68,02/08/2020,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
New York,8323340,World Population Review,7,38,02/08/2020,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Osaka,19165340,World Population Review,5,63,02/08/2020,457725,9,52,13,0,0,71,39,80,80,19,41,0,0,80,75,124,45,80,41,0,0,1,49,1,1,18,1,1,1,1,82,0,74,31,1,1,10651,10651,12306,0,0,0,9951,9,0,0,4422,4424,0,0,0,0,0,0,54,30,4747,3772,3773,3782,15,1,1,1,1,1,1,1,0,0,0,0,0,0,10,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,18,108,0,0,54,54,83,57,57,46,381,4440,13527,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,74,10116,11,10442,0,0,3847,9,3868,41,3850,3805,1481,1485,12,51,63,51,10,10251,10265,10265,10266,10266,57,10,10,116,0,0,0,0,0,0,0,0,9,1,1605,0,0,10739,25,68,328,328,328,14490,1564,1,254,10448,71,10452,23,0,0,0,10711,10,10475,290,11276,0,0,0,0,0,2880,1485,1489,10250,10250,568,10130,10771,82,82,82,82,82,82,82,362,10167,0,0,3838,0,0,0,0,0,1,4,113,0,0,166,0,1,0,315,2074,2074,2075,457,169,11390,144,0,8,17,0,1,2,0,0,305,305,391,452,452,452,0,2,6,0,9,1366,1,1471,0,0,0,23,0,17,0,70,3898,3827,0,0,0,1,359,359,359,0,0,0,0,2,2,0,2,10220,1,0,0,0,0,0,0,81,1,10464,10465,362,10467,10466,4,57,10928,10930,10931,285,10933,332,0,0,0,0,86,1059,0,0,8,0,18
Oslo,1041377,World Population Review,9,3,02/08/2020,54098,15,5,0,0,0,15,8,16,16,6,8,0,0,16,19,13,11,16,8,0,0,0,3,0,0,2,0,0,0,0,17,0,17,2,0,0,2356,2356,1584,0,0,0,281,15,0,0,1734,1734,0,0,0,0,0,0,7,5,181,139,140,142,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,1,1,2,1,3,62,0,0,9,9,15,11,11,7,240,1737,2402,15,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,19,1,28,1800,1,1815,0,0,156,2,178,26,156,147,130,369,2,1,8,1,0,297,298,298,298,298,9,0,0,19,0,0,0,0,0,0,0,0,38,0,1306,0,0,2379,3,8,554,554,554,2995,1270,0,55,328,15,328,25,0,0,0,980,0,340,68,2508,0,0,0,0,0,1080,131,371,335,335,125,299,385,10,10,10,10,10,10,10,89,345,0,0,154,0,0,0,0,0,0,15,24,1,1,26,0,12,1,96,1678,1678,1678,380,311,2800,49,0,0,7,0,0,8,0,0,27,27,33,47,47,47,32,7,0,0,0,327,2,367,0,0,0,16,0,7,0,36,192,156,8,8,0,0,88,88,88,0,0,0,0,7,7,0,7,350,0,0,0,0,0,0,0,10,0,376,376,61,376,377,0,9,441,441,441,28,441,56,0,0,0,0,16,38,1,1,5,0,1
Paris,11017230,World Population Review,6,51,02/08/2020,1216286,341,129,3,0,5,180,104,237,237,70,133,0,0,237,707,443,180,237,133,0,0,2,120,2,2,35,2,2,2,2,207,5,677,274,5,5,40793,40797,33040,5,0,0,14049,356,1,0,26168,26170,5,5,5,5,5,0,136,100,7008,6168,6151,6190,42,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,50,3,2,2,0,50,50,52,50,48,319,7,0,363,363,449,409,409,328,7387,26198,40514,239,24,0,0,0,0,0,0,0,13,13,13,13,13,13,13,431,5,851,31129,7,31663,0,0,6329,38,6744,451,6329,6276,7554,8036,33,81,159,81,53,14630,14668,14670,14671,14673,378,53,53,498,0,0,0,0,0,0,0,0,372,23,22817,0,0,41089,482,166,9495,9494,9495,50839,22332,2,1359,15589,266,15591,90,0,0,0,28795,53,16045,504,42533,0,0,0,0,0,2482,7576,8060,15435,15435,2572,14373,17828,207,207,207,207,207,207,207,448,15889,5,5,6309,0,0,0,0,0,2,136,494,28,70,370,0,61,15,898,28116,28117,28122,5313,4813,47104,428,0,24,197,0,5,284,0,0,1185,1186,2142,2351,2352,2353,179,237,1,0,45,7960,66,8060,0,0,0,715,26,199,0,509,6808,6297,44,44,1,5,447,447,447,0,0,0,0,202,202,34,237,15904,5,0,0,0,0,0,0,208,8,16942,16943,2522,16947,16947,42,367,17795,17793,17795,1599,17799,1682,0,0,0,0,221,197,1,1,44,8,39
