smart_city,population_2020,population_source,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Tianjin,11210000,IMD Smart City Index 2020,89.0,88.6,89.4,81.9,4,63,IMD Smart City Index 2020,11/12/2020,0,0,2,0,0,0,8,4,16,16,3,12,0,0,16,20,4,14,16,12,0,0,0,2,0,0,0,0,0,0,0,19,0,20,10,0,0,145,145,1994,0,0,0,292,0,0,0,174,174,0,0,0,0,0,0,19,6,60,35,34,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,139,2,0,13,13,23,17,17,15,17,177,264,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,126,0,134,0,0,47,1,53,11,46,40,37,37,0,2,2,2,4,318,320,320,320,320,17,4,4,34,0,0,0,0,0,0,0,0,0,6,95,0,0,148,8,2,15,15,15,288,83,0,50,338,27,339,6,0,0,0,1381,4,342,9,181,0,0,0,0,0,425,37,37,322,322,116,285,375,2,2,2,2,2,2,2,18,351,0,0,48,0,0,0,0,0,0,0,34,0,0,13,0,2,0,28,124,124,124,26,17,198,542,0,0,0,0,0,1,0,0,47,47,66,67,67,67,0,1,0,0,0,28,0,37,0,0,0,3,0,0,0,23,68,45,2,2,7,0,18,18,18,0,0,0,0,1,1,0,1,337,0,0,0,0,0,0,0,2,0,372,372,70,373,373,0,16,397,397,397,48,397,56,0,0,0,0,3,0,0,0,35,0,0
Marseille,1605000,IMD Smart City Index 2020,52.2,68.6,42.4,71.2,4,78,IMD Smart City Index 2020,11/13/2020,0,2,0,0,0,0,8,2,9,9,4,7,0,0,9,16,0,7,9,7,0,0,0,0,0,0,0,0,0,0,0,13,0,14,6,0,0,562,562,314,0,0,0,162,2,0,0,506,506,0,0,0,0,0,0,9,6,84,57,58,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,14,14,17,16,16,10,140,506,698,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,482,0,484,0,0,62,2,74,13,63,62,5,5,0,0,0,0,2,164,165,165,165,165,14,2,2,19,0,0,0,0,0,0,0,0,0,0,315,0,0,565,4,0,81,81,81,786,309,0,22,179,7,179,4,0,0,0,230,2,180,12,585,0,0,0,0,0,192,5,5,161,161,46,154,187,0,0,0,0,0,0,0,29,185,0,0,63,0,0,0,0,0,0,0,9,0,1,3,0,4,0,23,480,480,480,164,152,738,24,0,0,0,0,0,6,0,0,12,12,17,18,18,18,7,3,0,0,0,3,0,5,0,0,0,19,0,0,0,16,77,61,2,2,0,0,29,29,29,0,0,0,0,3,3,0,3,184,0,0,0,0,0,0,0,0,0,196,196,16,196,196,0,14,212,212,212,15,212,7,0,0,0,0,0,22,0,0,0,0,2
Zaragoza,667000,IMD Smart City Index 2020,56.5,70.2,56.2,65.3,6,48,IMD Smart City Index 2020,11/12/2020,0,13,5,0,0,1,3,3,3,3,1,0,0,0,3,5,4,1,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,5,2,0,0,449,449,355,0,0,0,134,13,0,0,391,391,1,1,1,1,1,0,14,10,86,54,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,30,0,0,4,4,5,4,4,2,82,392,529,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,340,0,344,0,0,57,2,68,14,57,55,1,1,0,4,5,4,0,135,136,136,136,136,4,0,0,8,0,0,0,0,0,0,0,0,0,0,255,0,0,451,3,5,106,106,106,640,241,0,13,146,2,146,3,0,0,0,170,0,146,17,482,0,0,0,0,0,262,1,1,137,137,43,135,162,5,5,5,5,5,5,5,6,148,1,1,58,0,0,0,0,0,0,0,3,0,2,6,0,1,0,36,415,416,416,160,143,624,40,0,0,0,0,0,2,0,0,12,12,18,22,22,22,19,1,0,0,0,1,0,1,0,0,0,5,0,0,0,23,77,54,0,0,0,0,6,6,6,0,0,0,0,1,1,0,1,146,0,0,0,0,0,0,0,5,0,155,155,7,155,155,0,4,173,173,173,15,173,8,0,0,0,0,4,20,0,0,1,0,1
Rabat,1967000,IMD Smart City Index 2020,53.7,75.8,60.2,54.5,1,105,IMD Smart City Index 2020,11/12/2020,0,0,2,0,0,0,4,3,4,4,0,1,0,0,4,2,0,4,4,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,417,417,140,0,0,0,128,0,0,0,397,397,0,0,0,0,0,0,7,4,51,36,36,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,3,3,4,3,1,6,0,0,0,0,0,0,0,0,13,398,550,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,402,0,407,0,0,138,1,142,6,138,40,0,0,0,0,2,0,0,132,132,132,132,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306,0,0,418,0,2,11,11,11,565,291,0,7,135,4,135,3,0,0,0,82,0,135,15,452,0,0,0,0,0,690,0,0,135,135,31,130,150,2,2,2,2,2,2,2,4,137,0,0,138,0,0,0,0,0,0,0,6,3,4,2,0,1,2,20,336,336,336,27,12,462,51,0,0,0,0,0,11,0,0,11,11,12,13,13,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,145,136,1,1,0,0,4,4,4,0,0,0,0,9,9,2,9,130,0,0,0,0,0,0,0,2,0,142,142,17,142,142,2,0,150,150,150,11,150,15,0,0,0,0,2,12,0,0,0,0,3
Bilbao,414000,IMD Smart City Index 2020,63.7,73.1,60.4,64.0,7,24,IMD Smart City Index 2020,11/12/2020,0,2,9,0,0,0,10,3,10,10,9,7,0,0,10,9,5,8,10,7,0,0,0,9,0,0,3,0,0,0,0,3,0,9,2,0,0,315,315,237,0,0,0,132,2,0,0,314,314,0,0,0,0,0,0,4,4,52,27,26,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,65,0,0,5,5,8,7,7,5,56,314,436,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,248,2,251,0,0,27,1,31,5,27,27,4,4,0,9,9,9,3,141,143,143,143,143,7,3,3,8,0,0,0,0,0,0,0,0,0,1,200,0,0,320,3,11,63,63,63,512,187,0,24,155,9,155,0,0,0,0,144,3,156,5,336,0,0,0,0,0,147,4,4,150,150,55,141,161,11,11,11,11,11,11,11,9,157,0,0,30,0,0,0,0,0,0,0,11,1,1,3,0,2,1,9,246,246,246,44,39,376,34,0,0,3,0,0,4,0,0,5,5,8,8,8,8,7,1,0,0,0,4,0,4,0,0,0,0,0,4,0,7,35,28,1,1,0,0,9,9,9,0,0,0,0,1,1,1,1,157,0,0,0,0,0,0,0,11,1,159,159,17,159,159,0,7,170,170,170,7,170,14,0,0,0,0,13,18,0,0,0,0,0
Newcastle,791000,IMD Smart City Index 2020,53.8,73.9,58.0,71.8,8,23,IMD Smart City Index 2020,11/13/2020,0,6,1,0,0,0,5,3,6,6,1,3,0,0,6,1,3,4,6,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,185,185,188,0,0,0,117,6,0,0,212,212,0,0,0,0,0,0,6,6,47,27,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,2,1,1,1,21,212,284,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,3,131,0,133,0,0,29,1,33,7,29,27,7,7,0,0,1,0,0,119,119,119,119,119,1,0,0,3,0,0,0,0,0,0,0,0,0,2,100,0,0,185,1,1,50,50,50,337,95,0,14,129,4,129,1,0,0,0,95,0,129,1,192,0,0,0,0,0,636,7,7,126,126,31,121,140,1,1,1,1,1,1,1,5,132,0,0,29,0,0,0,0,0,0,1,6,0,0,2,0,24,0,6,130,130,130,29,28,220,10,0,0,11,0,0,2,0,0,8,8,9,10,10,10,9,1,0,0,0,7,0,7,0,0,0,3,0,11,0,8,34,26,1,1,0,0,5,5,5,0,0,0,0,1,1,0,1,129,0,0,0,0,0,0,0,1,0,141,141,16,141,141,1,1,147,147,147,9,147,15,0,0,0,0,1,11,0,0,3,0,0
Kristiansand,64000,City Population,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11/13/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,216,216,21,0,0,0,93,1,0,0,183,183,0,0,0,0,0,0,70,0,84,83,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,3,3,3,5,183,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,203,0,203,0,0,84,0,86,2,84,83,0,0,0,0,0,0,0,92,92,92,92,92,3,0,0,3,0,0,0,0,0,0,0,0,0,0,169,0,0,216,0,0,13,13,13,241,166,0,4,96,0,96,1,0,0,0,13,0,96,3,222,0,0,0,0,0,83,0,0,96,96,47,96,101,0,0,0,0,0,0,0,16,96,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,192,192,192,23,20,242,2,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,84,0,0,0,0,16,16,16,0,0,0,0,5,5,0,5,96,0,0,0,0,0,0,0,0,0,99,100,0,100,100,0,3,102,102,102,2,102,0,0,0,0,0,0,1,0,0,0,0,0
Maribor,96000,Population.City,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11/13/2020,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,1,0,0,179,179,115,0,0,0,69,1,0,0,218,218,0,0,0,0,0,0,1,0,42,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,6,2,2,1,29,219,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,152,0,155,0,0,24,0,26,2,24,24,3,3,1,2,3,2,0,70,70,70,70,70,1,0,0,6,0,0,0,0,0,0,0,0,0,0,100,0,0,179,0,3,26,26,26,308,97,0,4,74,0,74,0,0,0,0,84,0,75,7,189,0,0,0,0,0,62,3,3,69,69,10,68,77,4,4,4,4,4,4,4,4,76,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,136,136,136,36,29,218,6,0,0,10,0,0,4,0,0,4,4,4,5,5,5,0,3,2,0,0,4,1,4,0,0,0,3,0,13,0,1,25,24,0,0,0,0,4,4,4,0,0,0,0,2,2,0,3,76,0,0,0,0,0,0,0,4,0,82,82,5,82,82,0,1,87,87,87,4,87,3,0,0,0,0,4,1,0,0,1,0,1
Zhuhai,1542000,IMD Smart City Index 2020,91.3,92.5,92.5,82.9,4,62,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,3,2,3,3,1,1,0,0,3,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,30,30,322,0,0,0,42,0,0,0,50,50,0,0,0,0,0,0,5,4,21,16,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,1,1,3,1,1,1,7,51,63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,0,31,0,0,19,0,19,0,19,17,8,8,0,0,0,0,0,47,48,48,48,48,1,0,0,8,0,0,0,0,0,0,0,0,0,0,28,0,0,31,1,0,2,2,2,66,22,0,8,50,2,50,3,0,0,0,155,0,50,0,38,0,0,0,0,0,43,8,8,45,45,12,39,58,0,0,0,0,0,0,0,12,51,0,0,19,0,0,0,0,0,0,0,5,0,0,3,0,3,0,1,31,31,31,3,3,41,256,0,0,0,0,0,0,0,0,9,9,14,17,17,17,0,0,0,0,0,8,1,8,0,0,0,0,0,0,0,1,20,19,2,2,0,0,12,12,12,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,55,55,12,55,55,0,1,56,56,56,10,56,8,0,0,0,0,0,0,0,0,4,0,0
Abuja,2440000,IMD Smart City Index 2020,76.5,86.4,61.7,58.5,1,107,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,58,58,30,0,0,0,12,0,1,0,34,34,0,0,0,0,0,0,0,0,10,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,34,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,51,0,0,7,0,8,1,7,7,0,0,0,0,1,0,0,12,12,12,12,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,38,0,0,57,2,1,7,7,7,63,38,0,3,14,1,14,0,0,0,0,18,0,14,1,60,0,0,0,0,0,114,0,0,12,12,9,11,16,1,1,1,1,1,1,1,1,15,0,0,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,40,40,40,1,0,61,3,0,0,0,0,0,0,0,0,3,3,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,17,17,5,17,17,0,2,23,23,23,5,23,1,0,0,0,0,1,4,0,0,4,0,1
Medellin,3911000,IMD Smart City Index 2020,73.2,85.6,66.8,60.7,4,72,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,8,8,14,0,0,0,2,0,0,0,6,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,1,0,1,0,1,1,11,11,0,0,0,0,0,2,2,2,2,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,7,0,2,0,8,0,0,0,0,0,8,11,11,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,1,2,2,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0
Taipei City,2666000,IMD Smart City Index 2020,77.6,67.1,78.1,61.6,8,8,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,0,5,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,5,5,1,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,8,7,8,8,0,0,9,9,9,3,9,7,0,0,0,0,0,0,0,0,0,0,0
New York,18593000,IMD Smart City Index 2020,59.1,65.2,56.1,72.9,8,10,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Samso,3500,Smile,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,2,2,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles,12310000,IMD Smart City Index 2020,58.4,67.2,58.4,74.6,7,26,IMD Smart City Index 2020,11/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,3,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0
