city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,overall_rating,overall_ranking,country,countrycode,cities_in_motion,economy,human_capital,social_cohesion,environment,goverance,urban_planning,international_outreach,technology,mobility_and_transportation,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,
Dublin,"smart city,city in motion",61.8,68.9,59.2,72.5,1169000,7,34,Ireland,IE,33,16,103,39,28,79,106,27,55,76,2434196,60,440,27,0,11,1584,555,2004,2003,662,1450,0,0,2003,595,599,1908,2002,1448,0,0,13,367,13,13,109,13,13,13,13,173,29,584,280,7,7,77105,77109,93816,29,0,0,27428,63,12,0,38192,38192,11,11,11,11,11,0,164,117,17145,16029,16013,16080,565,6,6,6,6,6,6,6,3,3,3,4,4,5,21,18,18,18,18,18,18,18,7,7,9,150,11,9,9,0,148,148,155,148,652,453,11,0,393,393,438,418,418,331,5865,38247,63852,2004,38,0,0,0,0,0,0,0,14,14,14,14,14,14,14,389,27,4463,55442,35,62099,0,0,16547,65,17120,556,16546,16142,4529,4537,111,243,612,243,58,29358,29530,29532,29536,29542,414,58,58,467,0,0,0,0,0,0,0,0,1770,44,52085,0,0,77405,921,660,20152,20155,20156,90838,50274,15,5355,31239,2347,31023,115,0,0,0,91113,58,32227,1815,82373,0,0,0,0,0,1463,4383,4389,31205,31209,9384,25983,37510,804,804,805,805,805,805,805,764,32959,10,10,16539,0,0,0,0,0,13,115,3176,142,241,1805,0,22,52,2310,58829,58831,58830,6879,5059,87517,468,0,32,93,0,8,812,0,0,3123,3123,4988,5484,5483,5483,94,628,2,0,123,4803,508,4900,0,0,0,117,154,93,0,666,17169,16502,7,7,16,8,766,766,766,0,0,0,0,505,505,141,624,32819,8,0,0,0,0,0,0,809,26,36104,36107,9292,36125,36128,15,415,39411,39414,39421,3794,39435,7396,0,0,0,0,859,146,1,1,84,4,19,,,
Duisburg,city in motion,N/A,N/A,N/A,N/A,515000,N/A,N/A,Germany,DE,95,131,85,35,108,112,144,63,72,54,10290,2,0,0,0,0,1,0,2,2,2,2,0,0,2,5,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,383,383,141,0,0,0,73,2,0,0,290,290,0,0,0,0,0,0,4,4,56,32,32,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,2,2,5,5,5,3,115,292,413,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,311,0,312,0,0,32,0,37,5,32,32,7,8,0,0,1,0,1,72,72,72,72,72,3,1,1,6,0,0,0,0,0,0,0,0,3,0,276,0,0,397,0,2,87,87,87,503,270,0,8,81,2,81,4,0,0,0,91,1,81,8,410,0,0,0,0,0,195,7,8,79,79,28,77,92,2,2,2,2,2,2,2,5,83,0,0,30,0,0,0,0,0,0,1,2,0,0,8,0,4,0,11,445,445,445,168,160,568,5,0,1,0,0,0,0,0,0,5,5,5,6,6,6,31,0,0,0,0,5,0,8,0,0,0,20,0,0,0,5,35,30,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,2,0,97,97,7,97,97,0,3,100,100,100,5,100,3,0,0,0,0,3,3,0,0,1,0,0,,,
Dusseldorf,"smart city,city in motion",61.8,57.6,60.9,61.1,617000,8,13,Germany,DE,46,49,84,23,33,100,112,53,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Edinburgh,city in motion,N/A,N/A,N/A,N/A,536000,N/A,N/A,United Kingdom,GB,47,57,27,7,79,85,94,32,34,72,18744,1,8,0,0,0,10,7,12,12,0,5,0,0,12,3,4,5,12,5,0,0,1,7,1,1,4,1,1,1,1,2,0,3,1,0,0,427,427,266,0,0,0,410,2,0,0,242,242,0,0,0,0,0,0,0,0,108,87,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,10,1,0,3,3,3,3,3,1,47,243,527,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,373,0,378,0,0,89,0,92,3,89,88,0,0,0,4,17,4,1,410,411,411,412,412,3,1,1,3,0,0,0,0,0,0,0,0,0,0,141,0,0,423,0,18,42,42,42,580,127,0,26,429,5,429,1,0,0,0,227,1,429,12,448,0,0,0,0,0,250,0,0,427,427,48,419,458,18,17,17,17,17,17,17,8,429,0,0,86,0,0,0,0,0,2,5,10,4,3,4,0,13,4,21,218,218,218,77,65,513,4,0,0,2,0,0,10,0,0,13,13,13,15,15,15,12,10,0,0,0,0,0,0,0,0,0,1,0,2,0,9,95,86,0,0,0,0,8,8,8,0,0,0,0,10,10,4,10,426,0,0,0,0,0,0,0,17,0,452,452,28,452,452,0,3,488,488,488,12,488,26,0,0,0,0,17,13,0,0,1,0,0,,,
Eindhoven,"normal city,city in motion",N/A,N/A,N/A,N/A,359000,N/A,N/A,Netherlands,NL,77,68,89,21,103,61,67,138,19,86,141158,82,10,2,0,1,25,9,28,28,11,19,0,0,28,67,35,24,28,19,0,0,0,10,0,0,3,0,0,0,0,23,0,65,25,2,2,6935,6937,5264,0,0,0,460,90,0,0,2136,2136,1,1,1,1,1,0,8,6,1563,1508,1507,1510,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,0,1,1,2,1,10,29,0,0,40,40,46,44,44,35,664,2136,5429,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,41,5116,1,5168,0,0,1528,3,1559,35,1528,1517,62,63,4,7,17,7,7,537,546,545,545,545,43,7,7,50,0,0,0,0,0,0,0,0,4,4,3431,0,0,6940,32,23,1774,1774,1774,7260,3397,1,130,587,43,587,4,0,0,0,5027,8,607,118,7112,0,0,0,0,0,291,62,63,570,570,242,466,796,27,27,27,27,27,27,27,92,630,1,1,1530,0,0,0,0,0,2,36,81,6,6,32,0,20,3,143,4161,4161,4161,726,608,7723,11,0,6,890,0,2,25,0,0,147,147,188,203,203,203,17,20,0,0,3,63,4,67,0,0,0,97,0,891,0,37,1563,1526,0,0,0,2,92,92,92,0,0,0,0,19,19,3,20,615,2,0,0,0,0,0,0,28,1,735,735,245,735,735,4,44,878,878,878,163,878,183,0,0,0,0,33,7,0,0,5,0,2,,,
Florence,city in motion,N/A,N/A,N/A,N/A,708000,N/A,N/A,Italy,IT,97,99,21,114,132,127,131,70,91,52,36767,4,3,0,0,0,14,10,14,14,3,4,0,0,14,7,31,4,14,4,0,0,0,3,0,0,1,0,0,0,0,4,0,6,3,0,0,1366,1367,550,0,0,0,307,6,0,0,1033,1033,0,0,0,0,0,0,33,14,459,334,334,337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,4,56,0,0,5,5,6,6,6,4,188,1040,1786,13,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,31,0,7,1208,0,1219,0,0,336,3,349,13,337,335,6,6,1,1,3,1,0,337,337,337,337,337,5,0,0,7,0,0,0,0,0,0,0,0,0,0,549,0,0,1372,4,5,142,142,142,1953,542,0,64,382,4,381,1,0,0,0,301,0,382,58,1438,0,0,0,0,0,443,5,5,356,356,150,335,414,6,6,6,6,6,6,5,19,394,0,0,342,0,0,0,0,0,0,2,26,0,3,3,0,1,0,67,804,804,804,247,189,1631,38,0,0,5,0,0,7,0,0,56,56,62,64,64,64,14,6,0,0,2,2,0,5,0,0,0,9,0,7,0,14,353,339,6,6,0,0,19,19,19,0,0,0,0,5,5,0,5,393,0,0,0,0,0,0,0,6,2,431,431,44,431,431,1,6,466,466,466,55,466,48,0,0,0,0,10,31,0,0,2,0,0,,,
Frankfurt am Main,"normal city,city in motion",N/A,N/A,N/A,N/A,777000,N/A,N/A,Germany,DE,32,45,64,42,78,70,18,29,50,17,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,7,7,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Geneva,"smart city,city in motion",59.8,62.7,57.3,70.1,371000,9,7,Switzerland,CH,34,27,79,29,68,3,124,17,27,88,33620,137,5,1,0,0,17,10,19,19,10,9,0,0,19,17,2,12,18,8,0,0,0,5,0,0,1,0,0,0,0,3,0,17,13,0,0,1400,1400,1060,0,0,0,196,142,0,0,779,778,0,0,0,0,0,0,4,3,237,176,174,177,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,6,6,14,0,0,14,14,14,16,16,15,223,778,1281,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,1070,1,1101,0,0,182,3,194,12,182,180,14,14,0,4,5,4,4,204,204,204,204,204,16,4,4,18,0,0,0,0,0,0,0,0,5,0,823,0,0,1409,2,5,319,319,319,1644,804,0,28,216,15,215,3,0,0,0,954,4,215,30,1457,0,0,0,0,0,146,14,14,211,211,89,190,251,5,5,5,5,5,5,5,39,218,0,0,183,0,0,0,0,0,0,0,17,3,7,4,0,23,2,37,1040,1040,1040,214,184,1641,17,0,2,16,0,0,15,0,0,14,14,16,18,18,18,30,12,0,0,2,10,0,14,0,0,0,1389,0,16,0,13,194,181,0,0,0,0,39,39,39,0,0,0,0,11,11,1,12,217,0,0,0,0,0,0,0,5,0,245,245,49,245,245,0,17,275,275,275,15,275,45,0,0,0,0,6,8,0,0,2,0,0,,,
Glasgow,"circular city,city in motion",N/A,N/A,N/A,N/A,1673000,N/A,N/A,United Kingdom,GB,66,65,70,18,89,53,85,59,63,106,13187,3,3,0,0,0,7,6,7,7,0,1,0,0,7,0,1,1,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,496,496,144,0,0,0,88,3,0,0,475,475,0,0,0,0,0,0,3,3,144,126,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,20,0,0,0,0,0,0,0,0,34,475,802,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,430,0,433,0,0,125,0,132,1,125,124,1,1,0,2,3,2,0,88,89,89,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,493,17,3,61,61,61,864,141,0,39,124,1,123,0,0,0,0,102,0,124,5,510,0,0,0,0,0,349,1,1,106,106,58,104,144,3,3,3,3,3,3,3,13,127,0,0,129,0,0,0,0,0,0,3,1,0,1,2,0,14,0,21,214,214,214,63,58,567,3,0,0,0,0,0,1,0,0,5,5,27,37,37,37,7,1,0,0,0,1,0,1,0,0,0,5,0,0,0,16,144,128,2,2,0,0,12,12,12,0,0,0,0,1,1,0,1,130,0,0,0,0,0,0,0,2,0,137,137,29,137,137,0,0,144,144,144,26,144,5,0,0,0,0,2,21,0,0,1,0,0,,,
Göteborg,city in motion,N/A,N/A,N/A,N/A,611000,N/A,N/A,Sweden,SE,50,43,82,85,12,45,107,98,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Gothenburg,"smart city,circular city",50.6,63.1,57.3,87.1,557000,7,31,Sweden,SE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20272,2,9,0,0,0,7,5,9,9,2,4,0,0,9,4,4,4,9,4,0,0,0,8,0,0,0,0,0,0,0,13,0,4,1,1,1,530,530,613,0,0,0,291,2,0,0,439,440,0,0,0,0,0,0,2,1,67,35,35,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,30,0,0,1,1,8,1,1,1,77,444,588,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,354,0,364,0,0,38,2,43,7,38,37,7,7,2,1,9,1,0,303,303,303,303,303,1,0,0,14,0,0,0,0,0,0,0,0,2,0,364,0,0,532,4,9,162,162,162,773,358,0,23,316,6,314,3,0,0,0,414,0,314,15,564,0,0,0,0,0,950,7,7,307,307,67,299,316,11,11,11,11,11,11,11,66,316,0,0,38,0,0,0,0,0,0,8,11,0,1,14,0,5,0,22,541,541,541,177,162,727,13,0,0,2,0,1,4,0,0,10,10,15,17,17,17,23,3,0,0,0,4,0,7,0,0,0,3,0,2,0,10,47,37,8,8,0,1,67,67,67,0,0,0,0,3,3,0,3,316,1,0,0,0,0,0,0,11,2,322,322,15,322,322,1,1,330,330,330,10,330,11,0,0,0,0,15,54,0,0,0,0,0,,,
Guangzhou,"smart city,city in motion",87.8,85.7,84.5,86.4,12458000,4,68,China,CN,107,46,134,93,143,151,95,81,126,22,131438,0,1,0,0,0,122,50,158,158,28,108,0,0,158,77,117,115,158,108,0,0,0,1,0,0,0,0,0,0,0,67,0,75,38,0,0,1525,1525,17831,0,0,0,1711,0,0,0,1094,1094,0,0,0,0,0,0,168,55,639,490,496,499,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,666,0,0,51,51,68,55,55,49,76,1102,1947,156,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,18,133,1264,4,1574,0,0,539,3,582,52,540,512,582,583,1,0,3,0,9,1949,1967,1967,1967,1967,54,9,9,111,0,0,0,0,0,0,0,0,41,52,742,0,0,1533,42,3,232,232,232,2497,696,0,479,2028,245,2010,24,0,0,0,15410,9,2037,87,1680,0,0,0,0,0,1529,569,570,1954,1954,784,1530,2374,4,4,4,4,4,4,4,95,2093,0,0,535,0,0,0,0,0,0,2,282,0,0,42,0,4,0,223,985,987,987,240,153,1834,2231,0,5,0,0,0,4,0,0,494,494,625,650,650,650,13,2,2,0,0,550,8,583,0,0,0,15,0,0,0,157,695,538,2,2,0,0,96,96,96,0,0,0,0,1,1,1,2,2063,0,0,0,0,0,0,0,4,0,2325,2325,617,2325,2326,2,53,2479,2480,2481,523,2481,527,0,0,0,0,4,0,0,0,149,0,0,,,
Guatemala City,city in motion,N/A,N/A,N/A,N/A,18042000,N/A,N/A,Guatemala,GT,158,145,160,149,127,138,149,133,165,164,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Guayaquil,city in motion,N/A,N/A,N/A,N/A,2994000,N/A,N/A,Ecuador,EC,164,165,154,95,124,170,164,152,161,150,29461,3,11,1,0,1,22,8,28,28,12,20,0,0,28,61,7,25,28,20,0,0,0,9,0,0,5,0,0,0,0,80,0,57,22,0,0,855,855,400,0,0,0,295,3,0,0,551,551,1,1,1,1,1,0,38,25,516,453,211,461,12,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,12,19,0,0,46,46,103,53,53,28,55,552,1094,28,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,38,5,32,723,6,773,0,0,474,251,507,285,473,464,21,24,3,3,13,3,7,309,310,310,310,310,51,7,7,109,0,0,0,0,0,0,0,0,0,0,291,0,0,852,11,13,77,77,77,1229,271,0,55,325,31,323,5,0,0,0,217,7,324,82,966,0,0,0,0,0,447,21,24,299,299,103,260,359,16,16,16,16,16,16,16,3,333,1,1,464,0,0,0,0,0,1,0,36,1,3,11,0,1,1,114,446,446,445,146,64,1028,38,0,2,1,0,0,4,0,0,37,37,53,58,58,58,1,3,0,0,0,9,1,25,0,0,0,1,0,1,0,282,517,235,3,3,0,0,3,3,3,0,0,0,0,3,3,0,3,329,0,0,0,0,0,0,0,16,0,354,354,75,354,354,1,51,401,402,402,48,402,56,0,0,0,0,17,32,0,0,4,0,4,,,
